method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.31051504611969,0.6794779182400262,0.751418430058916,0.7136397142820193,0.03524506631354804,0.751418430058916,82774,39046,1068797,27383
