method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.2935371398925781,0.4715412795198397,0.7758614349281066,0.5865799224559328,0.11767196507218555,0.7758614349281066,1624546,1820637,13651502,469315
