method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.884696125984192,0.9183761630482942,0.7526621095345734,0.8273023443775351,0.006651664540914191,0.7526621095345734,82911,7369,1100474,27246
