method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.31263357400894165,0.999778002110224,0.8568923844749191,0.9228370984571783,0.27280448445727873,0.8568923844749191,14465394,3212,8562,2415832
