method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,3.738646984100342,0.947417217027024,0.7514093521065388,0.8381057491747839,0.0041467969739394485,0.7514093521065388,82773,4594,1103249,27384
