method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.7585862278938293,0.9995490397002712,0.9615034476761344,0.9801571900596577,0.6219636487175132,0.9615034476761344,16231357,7323,4451,649869
