method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.94118332862854,0.7514162715146615,0.6507531944757237,0.6974713840652935,0.24085625199594288,0.6507531944757237,6914649,2287506,7209885,3710960
