method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.8087571263313293,0.8206143779495643,0.8798616527076057,0.8492058809429864,0.026029174117424874,0.8798616527076057,1842308,402727,15069412,251553
