method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.36939382553100586,0.999638446274352,0.9632018432784444,0.9810819547451084,0.49949040258196026,0.9632018432784444,16260028,5881,5893,621198
