method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.7812286019325256,0.3522450328390268,0.619297911163158,0.4490683904433086,0.11323987243679835,0.619297911163158,68220,125452,982391,41937
