method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.020200490951538,0.8076279878187977,0.6932115608620645,0.7460585090842444,0.1847335757788639,0.6932115608620645,7365795,1754487,7742904,3259814
