method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.0877097845077515,0.7803859038174007,0.6984997283449824,0.7371757896162392,0.21992092354626655,0.6984997283449824,7421985,2088675,7408716,3203624
