method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.8144319653511047,0.2874159442724458,0.8867384224645285,0.4341213868216937,0.2975214351422256,0.8867384224645285,1856707,4603293,10868846,237154
