method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,2.4277939796447754,0.28090578885208584,0.8938587613982016,0.4274730633290128,0.3096645525224405,0.8938587613982016,1871616,4791173,10680966,222245
