method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,0.32563871145248413,0.9996476222394158,0.8965383793807393,0.9452896060076147,0.4531170375403431,0.8965383793807393,15134667,5335,6439,1746559
