method,quantile,expected_fpr,threshold,precision,recall,f1,fpr,tpr,tp,fp,tn,fn
youden_oracle,,,1.0673904418945312,0.7776482321240321,0.7049263717496098,0.7395037596575659,0.225502140535227,0.7049263717496098,7490272,2141682,7355709,3135337
